,formation_energy,elem_frac,elem_list,energy,formula,magnetic_moment,spin_index,num_p,num_d,num_f,atomic_rad,atomic_vol,covalent_rad,dipole,eaffinity,num_electrons,atomic_rad_sum_dif,atomic_rad_std_dif,atomic_rad_std,atomic_rad_avg,atomic_rad_max_dif,atomic_vol_sum_dif,atomic_vol_std_dif,atomic_vol_std,atomic_vol_avg,atomic_vol_max_dif,covalentrad_sum_dif,covalentrad_std_dif,covalentrad_std,covalentrad_avg,covalentrad_max_dif,dipole_sum_dif,dipole_std_dif,dipole_std,dipole_avg,dipole_max_dif,eaffinity_sum_dif,eaffinity_std_dif,eaffinity_std,e_affinity_avg,e_affinity_max_dif,numelectron_sum_dif,numelectron_std_dif,numelectron_std,numelectron_avg,numelectron_max_dif,vdwradius_sum_dif,vdwradius_std_dif,vdwradius_std,vdwradius_avg,vdwradius_max_dif,e_negativity_sum_dif,e_negativity_std_dif,e_negativity_std,e_negativity_avg,e_negativity_max_dif,nvalence_sum_dif,nvalence_std_dif,nvalence_std,nvalence_avg,nvalence_max_dif,lastsubshell_avg,cmpd_skew_p,cmpd_skew_d,cmpd_skew_f,cmpd_sigma_p,cmpd_sigma_d,cmpd_sigma_f,frac_f ,std_ion,sum_ion,mean_ion,Born,hardness_mean,hardness_var,Nup_mean,Nup_var,cs_bob,cs_PE,cs_IR,cs_AR,cs_OX
61,-0.928383318,"[{Element Cr: 0.1}, {Element In: 0.1}, {Element Te: 0.6}, {Element Mo: 0.1}, {Element As: 0.1}]","[Element Cr, Element In, Element Te, Element Mo, Element As]",-47.76350685,Cr1In1Te6Mo1As1,5.9604,0,4,16,0,"[130.0, 166.0, 160.0, 139.0, 139.0]","[7.23, 15.7, 20.5, 9.4, 13.1]","[122.0, 142.0, 136.0, 138.0, 121.0]","[78.4, 68.7, 37.0, 72.5, 29.8]","[0.6659999999999999, 0.3, 1.9708759999999999, 0.748, 0.804]","[24, 49, 52, 42, 33]",186,0.710457856,0.008786909,153.4,36,65.68,0.588337635,0.126105187,16.843,13.27,116,0.73156956,0.004292152,133.9,21,265.4,0.752047499,0.120362631,47.14,48.6,6.959504,1.056669589,0.395490334,1.4343256,1.670876,144,0.609519676,0.06675,46,28,154,0.647621859,0.003082691,203.7,32,154,0.647621859,0.003082691,203.7,32,14,1.168367347,0.050295858,5.6,3,"[((3, 'd'), 3), ((4, 'd'), 10), ((5, 'p'), 4), ((4, 'd'), 3), ((4, 's'), 2)]",0,0.756015353,0,1,0.84375,0,0,0.751212243,42.5166224,8.50332448,640.8357219,3.39550792,0.362666608,3.6,4.24,61326.23299,1005.8,14.72166667,14.75,6806550
62,-1.13566818,"[{Element Cr: 0.1}, {Element Tc: 0.1}, {Element Sn: 0.2}, {Element Te: 0.6}]","[Element Cr, Element Tc, Element Sn, Element Te]",-48.00413457,Cr1Tc1Sn2Te6,4.9739,0,4,7,0,"[130.0, 136.0, 162.0, 160.0]","[7.23, 8.5, 16.3, 20.5]","[122.0, 128.0, 140.0, 136.0]","[78.4, 80.4, 42.4, 37.0]","[0.6659999999999999, 0.55, 1.112067, 1.9708759999999999]","[24, 43, 50, 52]",180,0.786666667,0.00930168,155,32,71.415,0.702733047,0.17483893,17.133,13.27,93,0.623309053,0.002819182,134.6,18,249.3,0.845073788,0.112279967,46.56,43.4,7.0630425,0.799580378,0.269872734,1.526539,1.420876,136.5,0.88866079,0.068449984,47.9,28,64.5,0.916711736,0.000620426,209.2,11,64.5,0.916711736,0.000620426,209.2,11,13.5,0.87654321,0.035916824,5.7,3,"[((3, 'd'), 3), ((4, 'd'), 4), ((5, 's'), 1), ((5, 'p'), 4)]",0,-0.528004979,0,1,0.530612245,0,0,0.804872776,31.872671,7.96816775,1076.015,3.242565625,0.032857143,3.75,3.1875,48905.59286,811.98,6.825,5.45,4599976.28
63,-1.399802835,"[{Element Cr: 0.1}, {Element Ge: 0.1}, {Element Te: 0.6}, {Element Mo: 0.1}, {Element Pb: 0.1}]","[Element Cr, Element Ge, Element Te, Element Mo, Element Pb]",-49.16280392,Cr1Ge1Te6Mo1Pb1,4.4183,0,4,6,0,"[130.0, 137.0, 160.0, 139.0, 175.0]","[7.23, 13.6, 20.5, 9.4, 18.3]","[122.0, 121.0, 136.0, 138.0, 144.0]","[78.4, 39.43, 37.0, 72.5, 47.1]","[0.6659999999999999, 1.232712, 1.9708759999999999, 0.748, 0.35674316]","[24, 32, 52, 42, 82]",226,0.71166497,0.012737647,154.1,45,70.88,0.588691415,0.133998892,17.153,13.27,124,0.694198751,0.004769741,134.1,23,231.74,0.725425157,0.098429425,45.943,41.4,7.58995536,0.72011544,0.320373537,1.482871116,1.61413284,272,0.712532439,0.188317479,49.2,58,70,0.698979592,0.000613393,207.2,15,70,0.698979592,0.000613393,207.2,15,12,1.083333333,0.035502959,5.6,2,"[((3, 'd'), 3), ((4, 's'), 1), ((5, 'p'), 4), ((4, 'd'), 3), ((6, 's'), 1)]",0,-0.707106781,0,1,0.5,0,0,0.658275682,40.26604253,8.053208507,769.8179021,3.321038344,0.035723947,3.6,3.84,78464.52037,1491.34,12.9175,16.5,5333194.4
64,-1.02947031,"[{Element Cr: 0.1}, {Element Ge: 0.1}, {Element Te: 0.6}, {Element Mo: 0.1}, {Element As: 0.1}]","[Element Cr, Element Ge, Element Te, Element Mo, Element As]",-49.73548171,Cr1Ge1Te6Mo1As1,5.0173,0,4,6,0,"[130.0, 137.0, 160.0, 139.0, 139.0]","[7.23, 13.6, 20.5, 9.4, 13.1]","[122.0, 121.0, 136.0, 138.0, 121.0]","[78.4, 39.43, 37.0, 72.5, 29.8]","[0.6659999999999999, 1.232712, 1.9708759999999999, 0.748, 0.804]","[24, 32, 52, 42, 33]",124,1.056776795,0.005090287,150.5,30,61.48,0.696508092,0.125911081,16.633,13.27,98,0.934089963,0.003650711,131.8,17,265.4,0.767007216,0.150599888,44.213,48.6,6.188928,0.916770576,0.199819542,1.5275968,1.304876,132,0.647153352,0.068559826,44.3,28,138,0.91005041,0.00276978,205.5,32,138,0.91005041,0.00276978,205.5,32,10,1,0.021947874,5.7,2,"[((3, 'd'), 3), ((4, 's'), 1), ((5, 'p'), 4), ((4, 'd'), 3), ((4, 's'), 2)]",0,-0.707106781,0,1,0.5,0,0,0.779455458,42.24238333,8.448476667,770.0596359,3.5135447,0.264399393,3.8,3.36,50567.48771,1006.21,13.35166667,12.45,6535585.84
65,-0.935624825,"[{Element Cr: 0.1}, {Element Si: 0.1}, {Element Sn: 0.1}, {Element Te: 0.6}, {Element Mo: 0.1}]","[Element Cr, Element Si, Element Sn, Element Te, Element Mo]",-49.7955834,Cr1Si1Sn1Te6Mo1,5.9993,0,4,6,0,"[130.0, 132.0, 162.0, 160.0, 139.0]","[7.23, 12.1, 16.3, 20.5, 9.4]","[122.0, 115.99999999999999, 140.0, 136.0, 138.0]","[78.4, 37.31, 42.4, 37.0, 72.5]","[0.6659999999999999, 1.3895211, 1.112067, 1.9708759999999999, 0.748]","[24, 14, 50, 52, 42]",184,0.741198015,0.009021883,152.3,32,66.88,0.594964147,0.132908607,16.803,13.27,128,0.751708984,0.005401031,133.2,24,235.98,0.839069953,0.114402089,45.261,41.4,6.5025462,0.662576181,0.162304079,1.57408441,1.304876,204,0.674836601,0.168337157,44.2,38,66,0.761937557,0.000550605,208.6,11,66,0.761937557,0.000550605,208.6,11,12,1.083333333,0.035502959,5.6,2,"[((3, 'd'), 3), ((3, 's'), 1), ((5, 's'), 1), ((5, 'p'), 4), ((4, 'd'), 3)]",0,-0.707106781,0,1,0.5,0,0,0.688678803,40.32953,8.065906,848.0063747,3.24777359,0.030730831,3.6,3.84,52785.34584,1084.78,15.18166667,14.3,3205385.12
66,-1.439694583,"[{Element Cr: 0.1}, {Element In: 0.1}, {Element Te: 0.6}, {Element Mo: 0.1}, {Element Pb: 0.1}]","[Element Cr, Element In, Element Te, Element Mo, Element Pb]",-47.3318078,Cr1In1Te6Mo1Pb1,3.13,1,4,16,0,"[130.0, 166.0, 160.0, 139.0, 175.0]","[7.23, 15.7, 20.5, 9.4, 18.3]","[122.0, 142.0, 136.0, 138.0, 144.0]","[78.4, 68.7, 37.0, 72.5, 47.1]","[0.6659999999999999, 0.3, 1.9708759999999999, 0.748, 0.35674316]","[24, 49, 52, 42, 82]",234,0.623109796,0.011991904,157,45,70.88,0.621817579,0.128834979,17.363,13.27,100,0.87,0.003216347,136.2,22,216.4,0.685885187,0.068476714,48.87,41.4,7.46601768,1.06056466,0.562527148,1.389599916,1.670876,252,0.740835223,0.142642861,50.9,58,104,0.726608728,0.001424789,205.4,24,104,0.726608728,0.001424789,205.4,24,16,0.953125,0.064,5.5,3,"[((3, 'd'), 3), ((4, 'd'), 10), ((5, 'p'), 4), ((4, 'd'), 3), ((6, 's'), 1)]",0,0.756015353,0,1,0.84375,0,0,0.658373058,40.5402816,8.10805632,640.5758459,3.203001564,0.088545501,3.4,4.64,87142.82368,1399.51,13.4075,16,5306908.2
67,-1.964687063,"[{Element Ta: 0.1}, {Element Cr: 0.1}, {Element In: 0.1}, {Element Si: 0.1}, {Element Te: 0.6}]","[Element Ta, Element Cr, Element In, Element Si, Element Te]",-50.48865172,Ta1Cr1In1Si1Te6,3.9542,0,4,15,0,"[149.0, 130.0, 166.0, 132.0, 160.0]","[10.9, 7.23, 15.7, 12.1, 20.5]","[146.0, 122.0, 142.0, 115.99999999999999, 136.0]","[88.0, 78.4, 68.7, 37.31, 37.0]","[0.322, 0.6659999999999999, 0.3, 1.3895211, 1.9708759999999999]","[73, 24, 49, 14, 52]",200,0.63625,0.009639725,153.7,36,62.68,0.616975529,0.115165635,16.893,13.27,160,0.62890625,0.007612198,134.2,30,286.18,0.697499883,0.116174178,49.441,51,8.8185462,0.712526386,0.493077068,1.45027771,1.670876,292,0.625246294,0.246662513,47.2,59,124,0.75273153,0.002004893,206.7,29,124,0.75273153,0.002004893,206.7,29,16,0.66015625,0.059027778,5.4,3,"[((5, 'd'), 2), ((3, 'd'), 3), ((4, 'd'), 10), ((3, 's'), 1), ((5, 'p'), 4)]",0,0.868395698,0,1,1.008888889,0,0,0.555889174,41.3887784,8.27775568,1179.542812,3.26153811,0.103639032,2.8,2.96,38919.00742,1113.5,9.766666667,9.35,1952240.68
68,-4.058080245,"[{Element Sc: 0.1}, {Element Cr: 0.1}, {Element Sb: 0.1}, {Element Te: 0.6}, {Element Pb: 0.1}]","[Element Sc, Element Cr, Element Sb, Element Te, Element Pb]",-46.72729576,Sc1Cr1Sb1Te6Pb1,2.7488,0,10,3,0,"[162.0, 130.0, 159.0, 160.0, 175.0]","[15.0, 7.23, 18.4, 20.5, 18.3]","[148.0, 122.0, 140.0, 136.0, 144.0]","[142.28, 78.4, 42.2, 37.0, 47.1]","[0.188, 0.6659999999999999, 1.046, 1.9708759999999999, 0.35674316]","[21, 24, 51, 52, 82]",186,0.970603538,0.008828157,158.6,45,59.88,0.902531683,0.086500047,18.193,13.27,120,0.736111111,0.004200798,137,26,493.52,0.970592863,0.318924234,53.198,105.28,8.51001768,0.734733162,0.562330808,1.408199916,1.782876,300,0.7125,0.233081285,49,61,52,1.12647929,0.000429415,206.5,13,52,1.12647929,0.000429415,206.5,13,16,0.66015625,0.059027778,5.4,3,"[((3, 'p'), 6), ((3, 'd'), 3), ((5, 's'), 2), ((5, 'p'), 4), ((6, 's'), 1)]",-0.381801774,0,0,0.56,1,0,0,0.960577193,39.43710053,7.887420107,775.6782464,3.413510944,0.068668393,2.8,2.96,60720.20342,1247.42,9.385833333,9.15,2353120.68
69,-3.886836475,"[{Element Zr: 0.1}, {Element Cr: 0.1}, {Element Ge: 0.1}, {Element Te: 0.6}, {Element Pb: 0.1}]","[Element Zr, Element Cr, Element Ge, Element Te, Element Pb]",-49.26335952,Zr1Cr1Ge1Te6Pb1,2.7563,1,4,4,0,"[160.0, 130.0, 137.0, 160.0, 175.0]","[14.1, 7.23, 13.6, 20.5, 18.3]","[154.0, 122.0, 121.0, 136.0, 144.0]","[121.0, 78.4, 39.43, 37.0, 47.1]","[0.426, 0.6659999999999999, 1.232712, 1.9708759999999999, 0.35674316]","[40, 24, 32, 52, 82]",226,0.670549769,0.011755912,156.2,45,62.48,0.664430185,0.095620089,17.623,13.27,176,0.628680269,0.008805901,135.7,33,413.94,0.850396398,0.243227551,50.793,84,8.06995536,0.753756951,0.4221438,1.450671116,1.61413284,272,0.730103806,0.193572779,49,58,94,0.8758488,0.001207316,207.8,21,94,0.8758488,0.001207316,207.8,21,12,1.083333333,0.041666667,5.4,2,"[((4, 'd'), 1), ((3, 'd'), 3), ((4, 's'), 1), ((5, 'p'), 4), ((6, 's'), 1)]",0,0.381801774,0,1,0.875,0,0,0.889008688,39.1031992,7.82063984,1007.946865,3.307385344,0.040533335,2.8,2.56,58600.33966,1210.08,9.1125,12.45,1814484.8
70,-3.436473975,"[{Element Zr: 0.1}, {Element Cr: 0.1}, {Element Si: 0.1}, {Element Sb: 0.1}, {Element Te: 0.6}]","[Element Zr, Element Cr, Element Si, Element Sb, Element Te]",-50.02831834,Zr1Cr1Si1Sb1Te6,3.0109,1,4,4,0,"[160.0, 130.0, 132.0, 159.0, 160.0]","[14.1, 7.23, 12.1, 18.4, 20.5]","[154.0, 122.0, 115.99999999999999, 140.0, 136.0]","[121.0, 78.4, 37.31, 42.2, 37.0]","[0.426, 0.6659999999999999, 1.3895211, 1.046, 1.9708759999999999]","[40, 24, 14, 51, 52]",176,0.995092975,0.009004136,154.1,30,65.68,0.593367929,0.105107914,17.483,13.27,188,0.604232684,0.010165298,134.8,38,418.18,0.919094157,0.269020911,50.091,84,7.6265462,0.598701159,0.246059923,1.53527771,1.544876,206,0.65661231,0.171667532,44.1,38,76,1.345914127,0.00098135,208.1,17,76,1.345914127,0.00098135,208.1,17,12,0.736111111,0.032,5.5,2,"[((4, 'd'), 1), ((3, 'd'), 3), ((3, 's'), 1), ((5, 's'), 2), ((5, 'p'), 4)]",0,0.381801774,0,1,0.875,0,0,0.897467122,40.25409733,8.050819467,1008.131407,3.36717449,0.072900245,3,2.4,39948.84034,1252.41,8.776666667,9.65,2253804.6
71,-3.990649535,"[{Element Hf: 0.1}, {Element Cr: 0.1}, {Element Si: 0.2}, {Element Te: 0.6}]","[Element Hf, Element Cr, Element Si, Element Te]",-53.28684255,Hf1Cr1Si2Te6,2.7863,0,4,4,0,"[167.0, 130.0, 132.0, 160.0]","[13.6, 7.23, 12.1, 20.5]","[152.0, 122.0, 115.99999999999999, 136.0]","[109.0, 78.4, 37.31, 37.0]","[0.013999999999999999, 0.6659999999999999, 1.3895211, 1.9708759999999999]","[72, 24, 14, 52]",208.5,0.793281921,0.01248411,152.1,37,61.965,0.691430629,0.126387535,16.803,13.27,183,0.65761892,0.011146612,132.2,36,385.635,0.774681997,0.214072209,48.402,72,9.89122365,0.602598394,0.533585649,1.52842982,1.956876,303,0.646113126,0.319920744,43.6,58,82.5,1.060165289,0.001090998,208.5,17,82.5,1.060165289,0.001090998,208.5,17,12,1,0.04,5.4,2,"[((5, 'd'), 1), ((3, 'd'), 3), ((3, 's'), 1), ((5, 'p'), 4)]",0,0.381801774,0,1,0.875,0,0,0.763497058,32.52835767,8.132089417,1016.109911,3.339065738,0.030528161,3,3,12388.74211,241.02,3.22,2.1,56712.96
72,-4.537093,"[{Element Hf: 0.1}, {Element Al: 0.1}, {Element Cr: 0.1}, {Element Sb: 0.1}, {Element Te: 0.6}]","[Element Hf, Element Al, Element Cr, Element Sb, Element Te]",-50.85841749,Hf1Al1Cr1Sb1Te6,2.8088,1,10,4,0,"[167.0, 143.0, 130.0, 159.0, 160.0]","[13.6, 10.0, 7.23, 18.4, 20.5]","[152.0, 126.0, 122.0, 140.0, 136.0]","[109.0, 46.0, 78.4, 42.2, 37.0]","[0.013999999999999999, 0.43283, 0.6659999999999999, 1.046, 1.9708759999999999]","[72, 13, 24, 51, 52]",182,0.703447651,0.007835704,155.9,37,69.88,0.581800299,0.127089041,17.223,13.27,148,0.611577794,0.006179756,135.6,30,360.4,0.80426761,0.191859168,49.76,72,9.053844,0.676384346,0.644601525,1.3984086,1.956876,292,0.645770783,0.249777501,47.2,59,156,0.972386588,0.003654967,205.5,39,156,0.972386588,0.003654967,205.5,39,16,0.66015625,0.059027778,5.4,3,"[((5, 'd'), 1), ((2, 'p'), 6), ((3, 'd'), 3), ((5, 's'), 2), ((5, 'p'), 4)]",-0.381801774,0.381801774,0,0.56,0.875,0,0,0.692667372,41.0467508,8.20935016,949.3480658,3.30656914,0.125411986,2.8,2.96,43676.72887,1157.26,13.555,12.9,6799452.72
73,-3.69725928,"[{Element Zr: 0.1}, {Element Cr: 0.1}, {Element Si: 0.1}, {Element Te: 0.6}, {Element Pb: 0.1}]","[Element Zr, Element Cr, Element Si, Element Te, Element Pb]",-49.87640261,Zr1Cr1Si1Te6Pb1,2.7956,1,4,4,0,"[160.0, 130.0, 132.0, 160.0, 175.0]","[14.1, 7.23, 12.1, 20.5, 18.3]","[154.0, 122.0, 115.99999999999999, 136.0, 144.0]","[121.0, 78.4, 37.31, 37.0, 47.1]","[0.426, 0.6659999999999999, 1.3895211, 1.9708759999999999, 0.35674316]","[40, 24, 14, 52, 82]",236,0.727233554,0.013429916,155.7,45,65.48,0.591763833,0.104652771,17.473,13.27,196,0.580070804,0.01075326,135.2,38,418.18,0.852469382,0.25180929,50.581,84,8.38357356,0.726783767,0.419808682,1.466352026,1.61413284,328,0.633142475,0.312744749,47.2,68,92,0.94352552,0.001200501,207.7,21,92,0.94352552,0.001200501,207.7,21,12,1.083333333,0.041666667,5.4,2,"[((4, 'd'), 1), ((3, 'd'), 3), ((3, 's'), 1), ((5, 'p'), 4), ((6, 's'), 1)]",0,0.381801774,0,1,0.875,0,0,0.899519696,39.3243602,7.86487204,1007.959711,3.316929234,0.041393505,2.8,2.56,60342.71071,1765.25,10.04916667,11.6,1853716.16
74,-3.406773187,"[{Element Sc: 0.1}, {Element Cr: 0.1}, {Element Sb: 0.1}, {Element Te: 0.6}, {Element P: 0.1}]","[Element Sc, Element Cr, Element Sb, Element Te, Element P]",-47.77072281,Sc1Cr1Sb1Te6P1,3.0088,1,10,3,0,"[162.0, 130.0, 159.0, 160.0, 128.0]","[15.0, 7.23, 18.4, 20.5, 17.0]","[148.0, 122.0, 140.0, 136.0, 111.00000000000001]","[142.28, 78.4, 42.2, 37.0, 24.93]","[0.188, 0.6659999999999999, 1.046, 1.9708759999999999, 0.746607]","[21, 24, 51, 52, 15]",196,0.927582257,0.010847413,153.9,34,59.88,0.816695627,0.08536898,18.063,13.27,184,0.615666352,0.010137867,133.7,37,552.2,0.857260153,0.42943432,50.981,117.35,7.891504,0.756861588,0.410522047,1.4471863,1.782876,208,0.781504253,0.232074975,42.3,37,140,1.229591837,0.003406846,204.3,35,140,1.229591837,0.003406846,204.3,35,14,0.913265306,0.048,5.5,3,"[((3, 'p'), 6), ((3, 'd'), 3), ((5, 's'), 2), ((5, 'p'), 4), ((3, 's'), 2)]",-0.381801774,0,0,0.56,1,0,0,1.25910192,42.03943333,8.407886667,776.1285799,3.6815252,0.418419379,3,2.8,40444.12438,769.54,10.5,10.55,2459305.14
75,-3.34055438,"[{Element Zr: 0.1}, {Element Cr: 0.1}, {Element Ge: 0.1}, {Element Te: 0.6}, {Element As: 0.1}]","[Element Zr, Element Cr, Element Ge, Element Te, Element As]",-49.66008774,Zr1Cr1Ge1Te6As1,3.0108,0,4,4,0,"[160.0, 130.0, 137.0, 160.0, 139.0]","[14.1, 7.23, 13.6, 20.5, 13.1]","[154.0, 122.0, 121.0, 136.0, 121.0]","[121.0, 78.4, 39.43, 37.0, 29.8]","[0.426, 0.6659999999999999, 1.232712, 1.9708759999999999, 0.804]","[40, 24, 32, 52, 33]",166,0.757330527,0.007349984,152.6,30,55.08,0.825897658,0.094361062,17.103,13.27,162,0.988073464,0.009758812,133.4,33,447.6,0.845991625,0.316743642,49.063,91.2,7.312928,0.72289806,0.283440551,1.4953968,1.544876,128,0.681518555,0.067275114,44.1,28,162,0.797553727,0.00355046,206.1,38,162,0.797553727,0.00355046,206.1,38,12,0.736111111,0.032,5.5,2,"[((4, 'd'), 1), ((3, 'd'), 3), ((4, 's'), 1), ((5, 'p'), 4), ((4, 's'), 2)]",0,0.381801774,0,1,0.875,0,0,1.071640968,41.07954,8.215908,1008.2682,3.4998917,0.27446536,3,2.4,34616.86502,725.31,11.32333333,12.3,5609407.76
76,-0.850525227,"[{Element Cr: 0.1}, {Element Ag: 0.1}, {Element Ge: 0.1}, {Element Te: 0.6}, {Element P: 0.1}]","[Element Cr, Element Ag, Element Ge, Element Te, Element P]",-42.20599556,Cr1Ag1Ge1Te6P1,2.6231,1,4,11,0,"[130.0, 144.0, 137.0, 160.0, 128.0]","[7.23, 10.3, 13.6, 20.5, 17.0]","[122.0, 128.0, 121.0, 136.0, 111.00000000000001]","[78.4, 52.5, 39.43, 37.0, 24.93]","[0.6659999999999999, 1.3019999999999998, 1.232712, 1.9708759999999999, 0.746607]","[24, 47, 32, 52, 15]",156,0.717619987,0.00684403,149.9,32,66.48,0.563458234,0.117362755,17.113,13.27,114,0.640889504,0.004466857,129.8,25,244.88,0.729201077,0.153777669,41.726,53.47,6.33029,0.70800538,0.156332003,1.5772575,1.304876,194,0.590897013,0.165743945,43,37,134,1.348797059,0.003281476,204.4,31,134,1.348797059,0.003281476,204.4,31,30,1.027777778,0.142578125,6.2,7,"[((3, 'd'), 3), ((4, 'd'), 8), ((4, 's'), 1), ((5, 'p'), 4), ((3, 's'), 2)]",0,0.29479962,0,1,0.809917355,0,0,0.941206532,44.80444333,8.960888667,683.1648745,3.582033,0.441092048,2.8,2.96,48886.24309,1205.77,15.04666667,13.25,4824235.22
77,-0.81232331,"[{Element Cr: 0.1}, {Element Ag: 0.1}, {Element Ge: 0.2}, {Element Te: 0.6}]","[Element Cr, Element Ag, Element Ge, Element Te]",-41.3807455,Cr1Ag1Ge2Te6,2.4821,0,4,11,0,"[130.0, 144.0, 137.0, 160.0]","[7.23, 10.3, 13.6, 20.5]","[122.0, 128.0, 121.0, 136.0]","[78.4, 52.5, 39.43, 37.0]","[0.6659999999999999, 1.3019999999999998, 1.232712, 1.9708759999999999]","[24, 47, 32, 52]",145.5,0.682644277,0.006069789,150.8,30,64.665,0.672921321,0.145793219,16.773,13.27,76.5,0.756247597,0.002221366,130.8,15,205.905,0.834272067,0.100508025,43.176,41.4,5.975874,0.726578169,0.128076298,1.625868,1.304876,148.5,0.654525048,0.084370447,44.7,28,30,1,0.00014377,207.5,5,30,1,0.00014377,207.5,5,31.5,0.941043084,0.146776406,6.1,7,"[((3, 'd'), 3), ((4, 'd'), 8), ((4, 's'), 1), ((5, 'p'), 4)]",0,0.29479962,0,1,0.809917355,0,0,0.843906688,34.71905133,8.679762833,683.0958304,3.260031375,0.032939828,2.75,3.6875,51827.89818,1060.21,13.08666667,12.1,4797923.4
78,-0.78291796,"[{Element Cr: 0.1}, {Element Ag: 0.1}, {Element Sn: 0.1}, {Element Ge: 0.1}, {Element Te: 0.6}]","[Element Cr, Element Ag, Element Sn, Element Ge, Element Te]",-40.73799139,Cr1Ag1Sn1Ge1Te6,2.5831,1,4,11,0,"[130.0, 144.0, 162.0, 137.0, 160.0]","[7.23, 10.3, 16.3, 13.6, 20.5]","[122.0, 128.0, 140.0, 121.0, 136.0]","[78.4, 52.5, 42.4, 39.43, 37.0]","[0.6659999999999999, 1.3019999999999998, 1.112067, 1.232712, 1.9708759999999999]","[24, 47, 50, 32, 52]",174,0.63330691,0.00736289,153.3,32,65.08,0.569594361,0.115252214,17.043,13.27,104,0.636464497,0.003382632,132.7,19,191.74,0.957202006,0.09230169,43.473,41.4,5.59937,0.759244785,0.111755763,1.6138035,1.304876,148,0.734842951,0.072337894,46.5,28,54,0.774691358,0.000374796,208.1,11,54,0.774691358,0.000374796,208.1,11,32,1.001953125,0.170655567,6.1,7,"[((3, 'd'), 3), ((4, 'd'), 8), ((5, 's'), 1), ((4, 's'), 1), ((5, 'p'), 4)]",0,0.29479962,0,1,0.809917355,0,0,0.929105376,42.044437,8.4088874,683.1973496,3.2312101,0.029674526,2.6,3.04,63449.10131,1149.62,13.88666667,12,4747950.08
79,-0.817511987,"[{Element Cr: 0.1}, {Element Ag: 0.1}, {Element Sn: 0.1}, {Element Te: 0.6}, {Element P: 0.1}]","[Element Cr, Element Ag, Element Sn, Element Te, Element P]",-41.55963356,Cr1Ag1Sn1Te6P1,2.8261,0,4,11,0,"[130.0, 144.0, 162.0, 160.0, 128.0]","[7.23, 10.3, 16.3, 20.5, 17.0]","[122.0, 128.0, 140.0, 136.0, 111.00000000000001]","[78.4, 52.5, 42.4, 37.0, 24.93]","[0.6659999999999999, 1.3019999999999998, 1.112067, 1.9708759999999999, 0.746607]","[24, 47, 50, 52, 15]",196,0.673781758,0.009813498,152.4,34,66.48,0.636310007,0.113708557,17.383,13.27,144,0.601080247,0.006545596,131.7,29,244.88,0.693082864,0.146787616,42.023,53.47,6.33029,0.707698669,0.162876877,1.565193,1.304876,200,0.789375,0.162007696,44.8,37,158,1.007891364,0.003854287,205,37,158,1.007891364,0.003854287,205,37,30,1.027777778,0.142578125,6.2,7,"[((3, 'd'), 3), ((4, 'd'), 8), ((5, 's'), 1), ((5, 'p'), 4), ((3, 's'), 2)]",0,0.29479962,0,1,0.809917355,0,0,1.094973659,44.18514733,8.837029467,683.3120968,3.5385457,0.470284734,2.8,2.96,57483.44621,1373.6,14.54666667,13.75,4870834.02
80,-0.80307472,"[{Element Cr: 0.1}, {Element Ag: 0.1}, {Element Sn: 0.2}, {Element Te: 0.6}]","[Element Cr, Element Ag, Element Sn, Element Te]",-40.14479939,Cr1Ag1Sn2Te6,2.6013,0,4,11,0,"[130.0, 144.0, 162.0, 160.0]","[7.23, 10.3, 16.3, 20.5]","[122.0, 128.0, 140.0, 136.0]","[78.4, 52.5, 42.4, 37.0]","[0.6659999999999999, 1.3019999999999998, 1.112067, 1.9708759999999999]","[24, 47, 50, 52]",168,0.724489796,0.00761227,155.8,32,68.715,0.621925475,0.144139192,17.313,13.27,93,0.623309053,0.002819182,134.6,18,201.45,0.797329747,0.091624424,43.77,41.4,6.1568415,0.674889321,0.138256201,1.601739,1.304876,130.5,1.142423041,0.067726954,48.3,28,57,0.817174515,0.000464853,208.7,11,57,0.817174515,0.000464853,208.7,11,31.5,0.941043084,0.146776406,6.1,7,"[((3, 'd'), 3), ((4, 'd'), 8), ((5, 's'), 1), ((5, 'p'), 4)]",0,0.29479962,0,1,0.809917355,0,0,1.005836132,34.09975533,8.524938833,683.2475799,3.20567225,0.033832249,2.75,3.6875,62611.89818,983.81,12.36666667,10.6,4891121
